id,site_name,created_at
"ba057d9f-042f-4e1b-79a1-4ee7b4d2b18b","Firebird Pizza","2025-04-26T09:38:10.667Z"
"571a743c-c1e7-4a0b-8319-d33d2a39053b","Mountain View Cafe","2025-04-28T03:40:15.376Z"
"c95f0c94-7f9d-47c5-4149-784294e6fcf1","Harbor Grill","2025-04-29T07:57:50.731Z"
"10a8fc4c-a392-4f55-dbdd-b436778680d4","The Rustic Fork","2025-04-30T18:15:12.476Z"
"c4688eb7-1961-4ccd-e094-bb602fc697cf","Harbor Grill","2025-05-01T15:39:40.146Z"
"64de0128-c401-4d4e-6767-07568bbbdb70","Sunrise Bistro","2025-05-04T00:57:34.379Z"
"48e85d18-f14c-4027-ca6f-afcf654a4592","Cloud Nine Cafe","2025-05-04T17:51:43.214Z"
"668c3cd5-e106-492d-56a8-b1ebb8549bb3","Oak & Vine","2025-05-05T01:11:54.117Z"
"e649d84b-2e34-4968-2d98-91b739367d6a","City Kitchen","2025-05-05T02:57:33.453Z"
"833fa04f-a88b-4065-403f-f1c4b8d2481e","Blue Ocean Sushi","2025-05-05T06:01:38.480Z"
"b5daca79-1181-4d66-4104-10de7d9a5b33","Sage & Thyme","2025-05-05T06:12:52.055Z"
"15a82170-6d23-4e84-57d4-51e5f25aae71","City Kitchen","2025-05-06T05:10:35.473Z"
"f84eda80-833b-4ad4-034c-315ebd57be26","The Local Table","2025-05-06T10:17:09.964Z"
"661634bd-ee5d-4db6-5464-7d55d13942fc","The Brass Tap","2025-05-06T19:52:47.049Z"
"45eaee5c-98a2-4a37-1a87-22567630db89","Maple Street Diner","2025-05-07T16:57:23.019Z"
"92ec042e-c59b-4484-8778-7d8ff0bd4a50","Golden Plate","2025-05-08T02:04:44.514Z"
"a68aa2c9-ca58-46a4-a9d3-dc8334277047","Maple Street Diner","2025-05-08T17:15:52.620Z"
"3893b2b9-d99e-41e2-10c0-1158d9a001e0","The Local Table","2025-05-08T20:36:13.371Z"
"91d13634-8fa7-4a2f-7f33-d359ff6e9de5","Cloud Nine Cafe","2025-05-08T22:21:18.385Z"
"a6c59079-20ff-4190-6447-8a808d2a34f2","Cloud Nine Cafe","2025-05-08T22:42:23.404Z"
"89b88304-6578-49b6-5287-5ac7b9676826","Oak & Vine","2025-05-08T22:56:48.463Z"
"d892c2d5-de0a-4816-bf76-c6c6965212e2","Firebird Pizza","2025-05-12T03:39:23.426Z"
"07df81ca-9459-4e9a-e266-be82d63a12cc","Maple Street Diner","2025-05-13T17:59:25.995Z"
"d9df20a6-28a2-41db-5dbc-a1068b209b40","Mountain View Cafe","2025-05-13T20:27:51.108Z"
"98682f12-e88c-4a6d-2132-84e91a29efb0","The Rustic Fork","2025-05-14T20:08:51.470Z"
"34bd9d19-aab2-466a-0ea0-fdbf851a54be","Fresh & Co","2025-05-15T05:18:32.938Z"
"8db91bc5-16cb-46a4-44d1-d625fe546d07","Firebird Pizza","2025-05-15T18:46:49.472Z"
"a50aa61d-ef8a-4d81-a397-fd5e82652311","The Brass Tap","2025-05-17T01:20:43.194Z"
"65e4da1d-cc4f-4d38-1e9a-454d175331ab","Harbor Grill","2025-05-17T08:03:38.657Z"
"986d357a-f8f2-4276-a0b3-dd2ece5e9ebc","The Local Table","2025-05-17T15:54:00.539Z"
"47eaacc1-2877-42d8-4fe0-23724a033393","Luna Restaurant","2025-05-18T12:04:32.571Z"
"82eb6d87-29f0-47d1-fcb7-9a74d1dd38bc","Golden Plate","2025-05-18T20:06:14.669Z"
"347d9135-786c-470c-6d1b-37903545c3ec","Maple Street Diner","2025-05-19T21:51:27.122Z"
"26bd038a-e2c6-4082-9b6e-e9c816f34e8d","The Rustic Fork","2025-05-19T22:42:34.632Z"
"b7680ae3-ad47-4855-4e07-2dceb4cd06ff","Cloud Nine Cafe","2025-05-20T21:30:55.151Z"
"341d34d1-0f42-4b12-53ca-0b370627e78d","Luna Restaurant","2025-05-21T17:51:27.572Z"
"72e5fead-ef4c-4ca2-6522-9e65b306153d","Red Pepper Thai","2025-05-22T05:47:28.417Z"
"44038d7d-0bfa-44b6-ef05-dccdd5edc657","City Kitchen","2025-05-22T10:39:06.927Z"
"17fa8b1c-6a9f-42c4-d5b2-5cacee481c30","Corner Deli","2025-05-23T03:05:35.649Z"
"4b4e3ee6-d46b-49a7-a65b-337652b258f7","Green Leaf Bistro","2025-05-28T13:16:28.523Z"
"1cb40660-8aec-4261-f310-e6722f5898b0","Golden Plate","2025-05-29T11:13:36.391Z"
"8559336e-670b-463e-7640-b29a3b31dd2e","City Kitchen","2025-05-30T02:42:20.775Z"
"5fc44647-309c-4088-c54e-c1ac5a75ad7f","The Brass Tap","2025-05-31T07:58:32.728Z"
"acd96bc2-b5ef-43be-73b1-1e3bc8c9fe4f","Maple Street Diner","2025-05-31T11:13:07.089Z"
"15d5d702-7d8c-494c-89a8-c4983927ef88","Harbor Grill","2025-05-31T22:20:51.318Z"
"235ff5b5-99fa-4fd7-73f3-b4b80b27a0bb","Blue Ocean Sushi","2025-06-03T16:36:26.853Z"
"35c0a7a7-8a0e-46d9-c9fb-3006b4a45bb1","Sunrise Bistro","2025-06-04T00:37:39.050Z"
"6350ad54-5196-4173-c488-d126d67761ab","Sunrise Bistro","2025-06-04T23:31:58.580Z"
"88313e64-673f-444a-2ca7-7ee088a323d9","City Kitchen","2025-06-05T21:02:30.514Z"
"ac6d9292-02c8-4a71-8127-06499ef89ddc","City Kitchen","2025-06-06T13:19:24.247Z"
"7b3d96e2-71b0-41a7-3827-8c50288e5927","Firebird Pizza","2025-06-07T16:03:40.010Z"
"789afc59-e156-4f62-3096-571ca3175bd3","Blue Ocean Sushi","2025-06-08T17:35:57.473Z"
"2c3732f1-111f-486b-cd92-b65e79a90bb2","Harbor Grill","2025-06-09T15:05:58.090Z"
"a77d58ea-536b-490e-6144-9161b26c6e91","The Rustic Fork","2025-06-10T07:50:11.937Z"
"8b61f978-2daa-436b-223c-01c9b9930d7d","Oak & Vine","2025-06-11T06:15:36.839Z"
"866ab954-538a-4b59-6eef-8be1c5353f21","Fresh & Co","2025-06-12T04:24:44.144Z"
"c9efdb8a-7282-48ab-187a-42d6567745e9","Oak & Vine","2025-06-16T06:13:39.631Z"
"37e2c63a-6aa9-499e-b8a9-a492e149774b","Harbor Grill","2025-06-17T08:25:07.583Z"
"16dbe81e-3c7e-4928-f4ed-49a103830bcd","Mountain View Cafe","2025-06-17T18:33:02.183Z"
"1b2415ff-4a97-4a54-472f-cd782ffda767","The Local Table","2025-06-18T06:52:08.637Z"
"bb0b2be6-7fc7-4f23-3cda-ea06bdb8d32e","Harbor Grill","2025-06-18T09:20:00.030Z"
"ffdb8928-24b8-44fa-9609-97296a5594f0","Blue Ocean Sushi","2025-06-18T20:05:53.742Z"
"35d8bbbb-904a-4a33-a970-d4c9fa5523c6","Maple Street Diner","2025-06-18T21:59:50.457Z"
"17f00891-d6e8-400f-640a-6c0f2fe7b350","Luna Restaurant","2025-06-19T22:55:56.750Z"
"d6b8bd91-12a6-462c-4f4d-81580c517f03","Sage & Thyme","2025-06-21T10:00:56.105Z"
"c9a5dc98-c2d1-4d81-3e08-3cb716b4fd7b","The Local Table","2025-06-21T13:21:53.115Z"
"da8a02ab-4884-40b2-8e8c-72bde391ef22","Blue Ocean Sushi","2025-06-21T14:27:05.571Z"
"5ce66c48-410d-4d52-7d18-b1d62409aff5","The Brass Tap","2025-06-21T22:15:31.646Z"
"f557ca8d-6569-4009-bf59-88346cadba26","Cloud Nine Cafe","2025-06-22T04:57:08.699Z"
"b903cd3d-b53a-465a-b8c5-dcaa045fde15","Corner Deli","2025-06-22T20:50:36.524Z"
"0806013e-7e35-4973-e49c-acb709dc8534","Firebird Pizza","2025-06-24T12:10:07.146Z"
"fc631f21-f4cd-41bc-b2db-acbbe291a29a","Sage & Thyme","2025-06-24T16:15:14.506Z"
"b76ea54b-59c1-4c10-4dc3-2a97ea6342fe","Mountain View Cafe","2025-06-25T16:41:46.591Z"
"e0cffbcf-6a62-4624-f1e6-bc4552bceb14","The Rustic Fork","2025-06-26T01:59:58.582Z"
"d1eb5ddf-3d4c-4942-8923-bb8b5414c726","Corner Deli","2025-06-26T17:06:36.699Z"
"4fd20c01-83a4-4064-4607-60a1c296cb69","Cloud Nine Cafe","2025-06-27T07:58:14.908Z"
"0cf2407e-5c2b-4956-99c4-5af6f461dc1c","Luna Restaurant","2025-06-27T08:45:50.864Z"
"228888ba-bf56-4e58-0ad2-57954a473121","City Kitchen","2025-06-27T11:06:57.008Z"
"6bcf296c-3349-4eb9-be8f-a32d38b69640","Golden Plate","2025-06-28T17:20:47.873Z"
"2c4c9106-298c-4651-c64b-3f9390b5acc6","Cloud Nine Cafe","2025-06-28T18:04:48.396Z"
"c90cfcc2-a456-453a-fd36-06ede7d2575c","Mountain View Cafe","2025-06-28T20:05:06.996Z"
"629955c5-28e4-4504-b9d9-7ff92229c49e","Cloud Nine Cafe","2025-06-29T05:33:25.716Z"
"ed7af08a-8ccd-47ef-dbff-31f7c2737955","Firebird Pizza","2025-06-30T05:09:04.152Z"
"0675de44-d4d8-4c1d-687b-3065cbf1d2c2","The Rustic Fork","2025-07-02T07:09:55.339Z"
"e7333d52-ecb1-4b23-15d5-7fd866a50e95","Luna Restaurant","2025-07-03T02:06:07.732Z"
"d74b5bd3-c5ae-43f3-86b2-44b84e32f950","Luna Restaurant","2025-07-04T21:54:05.086Z"
"455d9716-a714-40bc-eb7f-2c932c46991b","Sage & Thyme","2025-07-05T01:32:34.896Z"
"05789649-93e0-47d8-e286-b045ca769852","Harbor Grill","2025-07-05T01:54:16.207Z"
"02d6a915-b0ef-41f8-6706-538598a6f60c","Green Leaf Bistro","2025-07-05T16:53:30.506Z"
"82662d73-2f47-47a7-99da-b192e3c0b355","Cloud Nine Cafe","2025-07-05T21:44:16.060Z"
"4c3b57fe-cb28-4695-c8ae-6493ae94a704","Golden Plate","2025-07-07T13:54:23.698Z"
"9b087e0a-68d4-4e6c-ab9b-c88054c3601b","Sage & Thyme","2025-07-09T15:07:37.260Z"
"a664830d-d224-469b-bf41-d636c1cb7c31","Sunrise Bistro","2025-07-10T02:53:11.938Z"
"6125d830-30b3-4dfd-1e42-1eedebe5dc17","Firebird Pizza","2025-07-11T09:01:59.461Z"
"dfbad2f9-9b5d-4f29-155b-d9356f1a9b67","City Kitchen","2025-07-11T15:57:06.959Z"
"769d067e-d9f2-4bc9-4996-cd0465b74f16","Firebird Pizza","2025-07-11T23:12:40.496Z"
"5e67fd54-f294-4fb6-6f82-224b8a739d64","The Local Table","2025-07-12T09:49:33.646Z"
"5fed6a18-ca4f-4ea5-21c1-457db9a4e0cc","Green Leaf Bistro","2025-07-12T21:14:13.036Z"
"627cea6b-33e4-4f4f-39a1-a9f74ea51a4a","Maple Street Diner","2025-07-14T01:09:53.682Z"
"3dfb7fc4-adee-4e2f-de31-b55429e58dc0","Maple Street Diner","2025-07-14T09:39:34.861Z"
"dc6deb1c-2fef-42ff-538b-e57db9988a25","Stone Oven Bakery","2025-07-14T13:49:41.946Z"
"3dd9fe4d-e0d7-43b4-0363-0c2a1d25ea4c","Golden Plate","2025-07-17T10:20:18.978Z"
"0c06da82-36bb-4cd2-afbc-92494f8560b5","The Local Table","2025-07-18T12:34:52.013Z"
"a4ff4bba-3eef-4e2a-89ca-222832c40a03","Corner Deli","2025-07-18T18:21:11.841Z"
"0d3a3aec-c1dd-49c3-9876-49178d9ca5f5","Blue Ocean Sushi","2025-07-19T20:30:19.797Z"
"0a228aa7-f4d3-4028-6fcc-58783b6a3184","Stone Oven Bakery","2025-07-20T00:28:46.271Z"
"3ed9b6be-a3d8-48a4-87ea-b84199984cf5","Corner Deli","2025-07-20T06:48:04.311Z"
"47bd5589-c102-4eb0-a607-c1ee05042c8a","Golden Plate","2025-07-22T20:46:53.908Z"
"3beee19a-a625-43cd-943d-7f3ff6c2d009","The Rustic Fork","2025-07-23T14:48:47.047Z"
"e133be49-fc84-48ab-bad4-25041a208c4e","Sage & Thyme","2025-07-23T23:29:22.875Z"
"ea2c387a-b93d-4be7-9773-ca195dc914e9","Green Leaf Bistro","2025-07-26T09:13:13.279Z"
"a7c42a6f-d109-4394-fd06-a41c9c789015","Red Pepper Thai","2025-07-26T17:52:47.060Z"
"5588ea7d-7b1c-483f-81d3-a6a5be897538","Firebird Pizza","2025-07-27T11:38:19.129Z"
"10438035-6a9d-4efa-fa2a-38864e1beac8","The Rustic Fork","2025-07-29T09:41:39.011Z"
"e3bf6ab9-db78-4149-e786-8c89b2f75c63","Luna Restaurant","2025-07-29T22:27:57.233Z"
"b1d3a948-3b1e-4c4b-0765-00e4481817a5","Blue Ocean Sushi","2025-08-02T01:16:54.095Z"
"b2bac850-0f4f-407b-1b07-c9d6f2491c85","Blue Ocean Sushi","2025-08-02T18:54:46.148Z"
"fbe02733-9f51-42a9-7746-272f449ca734","Cloud Nine Cafe","2025-08-03T00:09:02.274Z"
"a719b77b-977d-4a15-c78c-be9ad99db8e0","Luna Restaurant","2025-08-03T13:35:47.707Z"
"2aedde76-df56-49ee-c41f-21b7cacc9224","Green Leaf Bistro","2025-08-03T20:55:43.129Z"
"d465d87f-64dc-47d4-b0d4-9b8041af0780","Fresh & Co","2025-08-04T07:35:11.901Z"
"c67ffa8e-64f3-4156-ef9a-534de634712e","Blue Ocean Sushi","2025-08-04T15:41:01.307Z"
"8f60bb03-a24d-4498-f870-02a9ff733428","Red Pepper Thai","2025-08-05T17:01:07.094Z"
"a3765bc9-3686-4c2e-96d3-3f6b3a066018","Stone Oven Bakery","2025-08-05T20:47:05.272Z"
"cad86ca3-ecd0-427c-1a60-4372b0ad11ca","Red Pepper Thai","2025-08-05T21:57:24.749Z"
"906fb786-3a1f-4a0e-06e7-0a69141106c4","Oak & Vine","2025-08-07T06:58:21.124Z"
"b00d0aa6-a7ef-4eaf-9b88-bcec2d07f513","Red Pepper Thai","2025-08-08T02:24:41.988Z"
"fdfad4fe-18ba-4ec2-14a8-202519cd653b","Red Pepper Thai","2025-08-09T05:10:09.256Z"
"bbe35531-3eee-4e7c-01f8-27c56bde5a44","Maple Street Diner","2025-08-09T05:20:03.476Z"
"c0d2795a-9049-4707-3d36-55ae776d1659","Maple Street Diner","2025-08-09T12:16:05.128Z"
"7ebf14b2-7d53-4279-588e-4c77ce51d62f","Fresh & Co","2025-08-10T14:31:58.987Z"
"6dbc77ee-8583-43d2-22b6-9ce8360e71f5","Mountain View Cafe","2025-08-13T18:29:22.501Z"
"4a3c2671-0cf7-428e-0e88-a20e65424a1e","Green Leaf Bistro","2025-08-14T05:55:47.201Z"
"bc9f9582-c3cf-4d9d-72ce-b5b8fc4e278b","The Brass Tap","2025-08-14T17:34:50.233Z"
"93a57945-a17f-4890-fd57-a07b3dbf2bf0","Golden Plate","2025-08-15T05:20:58.704Z"
"6c2c28e0-222a-46b8-5bf0-a7f991494564","Harbor Grill","2025-08-18T16:54:43.564Z"
"0e7af642-753e-4d62-7053-e43c4006ee2a","Firebird Pizza","2025-08-19T07:36:41.930Z"
"b7b262ad-2e82-4774-ecd2-ce5d7026efed","Maple Street Diner","2025-08-21T13:06:08.360Z"
"f9e61c01-b3cf-45d5-553f-4b10ff1e0df0","Sunrise Bistro","2025-08-23T02:59:34.328Z"
"d0c8fd0e-ed5e-4027-51ce-724e5e909f5a","Sunrise Bistro","2025-08-24T04:31:26.081Z"
"059cd50a-f8b7-4664-5689-d64c64753676","Firebird Pizza","2025-08-24T12:42:19.324Z"
"5cd2ce9e-8ea7-4e1d-fcca-04f9d78d4fe1","The Rustic Fork","2025-08-24T13:01:15.896Z"
"1fc8fb67-af61-42c6-14bb-7de1d0e99604","Red Pepper Thai","2025-08-25T08:25:19.536Z"
"843859c8-0e3b-40b7-19cb-1da2712d8303","Mountain View Cafe","2025-08-25T21:02:54.778Z"
"e6fcf942-da77-4982-9db1-be734180aea6","Maple Street Diner","2025-08-27T20:01:12.796Z"
"754bd564-038c-41fb-f607-75efcc9cbb8e","Firebird Pizza","2025-08-28T12:23:07.757Z"
"6f93e4db-66a9-423f-f5e1-12caece494b6","Red Pepper Thai","2025-08-28T21:27:30.350Z"
"d6e9679d-ce10-4f8c-9c3f-859cdebbb714","Golden Plate","2025-08-29T11:19:15.176Z"
"0f118c18-6e4c-4224-8707-80c8cc0c27df","Maple Street Diner","2025-08-30T05:37:40.703Z"
"3c35832f-ef1d-4494-1448-2db247d4b878","City Kitchen","2025-08-30T07:57:45.668Z"
"be7a3294-3df9-46e7-9530-11d33af60254","The Rustic Fork","2025-08-31T09:52:37.989Z"
"ca7ab4a2-9049-439f-a257-bc204a6e1794","Oak & Vine","2025-09-01T11:13:06.045Z"
"6e45ae08-a796-454a-06d6-aa476fa8f439","Cloud Nine Cafe","2025-09-02T12:53:33.274Z"
"bda062fa-b76c-4cb8-4591-50f57809b3f7","The Brass Tap","2025-09-02T15:31:21.520Z"
"543d8c6f-0826-4c10-a370-94a5d20eade5","Sunrise Bistro","2025-09-02T23:56:01.321Z"
"f1349de7-1b85-4bcd-91f4-797e650fee8a","Oak & Vine","2025-09-04T20:16:33.786Z"
"6fe29297-0f02-446f-0012-f3cd148bc125","Red Pepper Thai","2025-09-04T22:46:09.837Z"
"a5c24f5b-7eb3-4390-3a0a-d148152949f5","Red Pepper Thai","2025-09-05T21:37:12.677Z"
"2d0b23f0-7509-49cf-a01d-a28025c616a6","Red Pepper Thai","2025-09-07T03:13:20.609Z"
"d8e7da2d-902b-455b-3856-2398f5dfe279","Sage & Thyme","2025-09-07T04:36:40.457Z"
"a73797be-5263-437b-1634-e6279a953816","Green Leaf Bistro","2025-09-08T03:38:05.498Z"
"a338d0e7-b306-42e3-b240-c816cbe0e764","Luna Restaurant","2025-09-09T18:03:38.997Z"
"b3ad04c5-1da8-4440-a6ef-d4ba3aa14622","Fresh & Co","2025-09-11T22:42:33.225Z"
"3d290ad0-1ab3-4ece-bc55-d81f101251b0","Luna Restaurant","2025-09-13T14:19:57.415Z"
"b2e4b251-afb0-4fa5-66ff-7858e6db6abd","Maple Street Diner","2025-09-14T03:12:43.678Z"
"bb9b59e2-0034-447b-0084-237596da4207","Sage & Thyme","2025-09-15T12:19:43.805Z"
"3a3e4d89-b817-426a-7f89-22edbc994386","The Brass Tap","2025-09-15T13:10:18.269Z"
"e38b428f-8e16-4563-a7d0-dfb92662367e","Oak & Vine","2025-09-18T13:00:14.565Z"
"7b405616-240d-4382-6657-a309ecb144dc","Stone Oven Bakery","2025-09-19T08:38:16.743Z"
"fce0eff8-edb9-4a91-7560-b55501fc1e40","Red Pepper Thai","2025-09-22T00:44:10.603Z"
"0da3ef83-0288-4d4b-3254-4fcec85a6075","Blue Ocean Sushi","2025-09-22T22:11:01.750Z"
"6addee9e-11c6-4de9-4052-264af8c1edf6","Green Leaf Bistro","2025-09-24T03:53:46.237Z"
"e88b6608-cdee-4d60-5d2d-edc0dbf33812","The Local Table","2025-09-25T03:34:49.721Z"
"0741074e-55a4-4ba8-4f74-e945eeddf8bd","Fresh & Co","2025-09-25T16:32:30.577Z"
"2907cca2-fbd8-445e-8a7d-a395fe475a0f","Luna Restaurant","2025-09-26T20:36:37.089Z"
"9be0cb89-c665-4690-eb72-6b0d595b60ed","Oak & Vine","2025-09-27T03:30:52.362Z"
"7748b474-b746-4715-4fc8-32985c557723","Green Leaf Bistro","2025-09-30T03:16:13.512Z"
"959746ce-db36-43d9-b554-6ed73b763c41","Green Leaf Bistro","2025-09-30T06:31:20.089Z"
"bc72644a-6d8f-4af9-b136-d4abd8a85f2e","Corner Deli","2025-09-30T23:31:50.884Z"
"dbaa02ec-2960-48a0-4df2-977324cef6f9","Red Pepper Thai","2025-10-01T20:30:23.810Z"
"75ec9033-2c62-43ce-554e-e8f2da32b2ec","Golden Plate","2025-10-02T09:31:13.716Z"
"bc123c23-8d57-41a9-68e5-6a964fdee3ad","Luna Restaurant","2025-10-03T08:50:04.968Z"
"1c80cc81-b3e5-4490-8f60-58a4d63fd34a","Sage & Thyme","2025-10-03T10:21:18.599Z"
"f9f80077-7ce3-4ef2-377a-31d8e492ac21","Corner Deli","2025-10-03T15:35:14.647Z"
"d5a403cd-f284-4672-0fd8-5bc3024e31ff","Harbor Grill","2025-10-04T04:53:16.758Z"
"42f98fb5-b4cc-4d49-628b-9173c22fdd55","Cloud Nine Cafe","2025-10-04T09:57:14.630Z"
"28da100d-df1f-4208-8d0f-ca85c2364f97","Blue Ocean Sushi","2025-10-05T20:06:53.619Z"
"af7880cc-14a8-4b5e-26df-8bb3d050d35c","Maple Street Diner","2025-10-06T19:34:45.546Z"
"41e8a660-6624-4669-d092-bacdf48da7f0","Firebird Pizza","2025-10-10T22:08:05.435Z"
"740c8d42-51a2-4459-6c85-fa9e8276fc84","Corner Deli","2025-10-14T11:45:59.214Z"
"59934e65-921a-45d1-e5c7-288568f04aab","The Brass Tap","2025-10-14T18:53:12.875Z"
"5ccd819e-aa92-43aa-378c-45d4ec0896aa","Harbor Grill","2025-10-15T05:06:30.305Z"
"7e0a9212-cf41-4eb6-4c28-f53b44236f63","Oak & Vine","2025-10-15T05:44:54.241Z"
"407f7fc6-ad4b-46c3-621e-b50ffb27864e","The Local Table","2025-10-15T17:35:26.564Z"
"a3c31993-a04a-48b0-76eb-2e3ffb5fb7fd","Oak & Vine","2025-10-16T00:07:51.330Z"
"b7b6ed7d-58e4-41b4-9424-b657c988295e","Blue Ocean Sushi","2025-10-16T01:34:30.512Z"
"67b6a354-af4b-428e-6954-6815ce67700b","Golden Plate","2025-10-17T11:51:50.438Z"
"d006678e-a9f2-4a1e-0728-ca51abc5e914","Harbor Grill","2025-10-17T12:03:50.855Z"
"78f2d65d-8e37-47ac-73ba-adae7657dd01","Sunrise Bistro","2025-10-17T22:24:15.522Z"
"2498035c-cc71-49fd-1a86-33d4fc425abc","Cloud Nine Cafe","2025-10-20T22:57:37.202Z"
"fc28bfaa-1118-49d4-9e5d-277b1f385dbc","Sunrise Bistro","2025-10-21T11:11:33.742Z"
"fc157af8-6749-4dc6-b260-2112bf65c818","The Local Table","2025-10-21T12:43:43.676Z"
"1dd6ea72-feb2-4d19-a3c5-fd4d4fd7697c","Corner Deli","2025-10-21T18:19:58.359Z"
"fba4a647-63aa-42cd-cd0a-18d97b8fbb06","Oak & Vine","2025-10-23T02:48:57.739Z"
"06184c89-d064-49ec-8603-efffe179f8fc","City Kitchen","2025-10-23T15:35:32.742Z"
"9daa7a6b-2a79-4abd-cf54-8233ab6abd9e","The Rustic Fork","2025-10-23T19:51:05.261Z"
"03a12ba6-63b8-4ea5-da00-7b1084a2d5bb","Green Leaf Bistro","2025-10-24T11:41:57.345Z"
"4e7db41d-596c-47b7-5be2-3e40203f1bd5","Luna Restaurant","2025-10-24T21:26:33.209Z"
"e934e31a-48da-49e5-e2dc-bf261388b676","Corner Deli","2025-10-25T21:22:43.431Z"
"98caa641-b48e-496b-6587-6d10849a82ce","Corner Deli","2025-10-25T21:27:30.991Z"
"3294abab-b6fc-42f1-3fc9-bb95feca0ca8","Firebird Pizza","2025-10-26T07:04:21.470Z"
"37d35674-f268-40cc-f5fc-1cf39784b53c","Fresh & Co","2025-10-26T07:18:07.636Z"
"012c34c8-37bd-430a-e886-70fabd32c5c3","Red Pepper Thai","2025-10-26T13:55:24.713Z"
"62f85907-b648-4061-7cc6-cea5ef95c497","Luna Restaurant","2025-10-27T05:07:01.403Z"
"bf70a574-4786-4963-9f30-149905a06291","The Brass Tap","2025-10-28T12:33:48.254Z"
"29a5120b-1d3f-48a3-6dd5-3e5d55f2c8dc","Golden Plate","2025-10-29T07:23:30.030Z"
"a00e897c-d1e7-4642-9832-769e5e2db3e0","Golden Plate","2025-10-29T20:41:26.849Z"
"be86ee49-c456-4df1-6923-56b93802c496","Fresh & Co","2025-10-31T07:45:15.827Z"
"308bc683-472c-47fe-96f5-17c22555254b","Oak & Vine","2025-10-31T08:18:50.034Z"
"b8ffef42-b2b4-4454-7cbe-6132ac4bc213","Maple Street Diner","2025-10-31T23:07:24.129Z"
"1dd4f012-91d7-49aa-f699-31e13e1b6c3a","The Rustic Fork","2025-11-02T06:57:42.805Z"
"fb2cb198-87c5-43e5-86ba-2a2415a387bd","Fresh & Co","2025-11-03T01:20:36.671Z"
"5dd829c0-def7-4bf7-1a51-b448434eb2df","Luna Restaurant","2025-11-03T08:24:31.412Z"
"1c97d717-3248-4078-5de7-78828db9f895","Harbor Grill","2025-11-04T02:57:37.574Z"
"92c51af2-58e6-4f79-7e7e-2798087bb827","Sage & Thyme","2025-11-04T14:58:35.375Z"
"d5cbacb5-f74a-46c5-eb5d-98cc8caec4d4","The Rustic Fork","2025-11-05T17:19:57.562Z"
"06992391-2664-4b8f-58a1-f5e3359e1244","Red Pepper Thai","2025-11-06T04:42:22.505Z"
"d079d4f0-e05d-45e4-a0a2-f334edf9c084","Sunrise Bistro","2025-11-06T06:22:41.926Z"
"4b72eee4-e2b4-4cdb-85f8-7259cc3bc8be","Golden Plate","2025-11-07T13:20:07.241Z"
"16b1b073-5f5c-4dd1-e5b2-4637f4e745c6","Maple Street Diner","2025-11-07T17:37:19.057Z"
"9ab2bb16-b674-43c7-ff4f-887ec9dff99c","Blue Ocean Sushi","2025-11-07T18:39:16.808Z"
"e5370e01-1236-43c4-e643-2e85df95e1dd","The Rustic Fork","2025-11-08T00:12:46.559Z"
