id,trial_name,created_at
"d0a9c87b-791a-4599-1722-ffdbaba0eb96","The Local Table","2026-02-11T13:38:52.030Z"
"601db8d2-40b2-47a6-1c90-f3e7210b7381","Luna Restaurant","2026-02-25T13:32:25.984Z"
"dd86de3f-4318-4122-a3f1-4c1af1e4767c","Maple Street Diner","2025-04-15T03:20:22.338Z"
"0c3644f7-cea4-46e2-32cf-7af11e5a8051","Blue Ocean Sushi","2025-11-14T05:49:46.944Z"
"875726e0-d8dd-4c8f-d0d0-075b0bb07c81","Luna Restaurant","2025-05-07T14:22:22.503Z"
"2eb504d5-78f2-4977-02b1-b8e7d9f390a7","Maple Street Diner","2025-12-02T16:18:00.958Z"
"4f4d1e37-c5cc-4c59-07d2-1d88b9a62501","The Brass Tap","2025-06-10T01:58:48.009Z"
"a053d7df-a204-40cc-d4d7-f04b0327d472","Sage & Thyme","2025-11-21T09:40:02.003Z"
"069dccc7-eacf-4920-85cd-960297646159","City Kitchen","2025-07-31T15:01:23.303Z"
"c2a11eb5-bf16-4825-5017-f8de30ef0419","Harbor Grill","2025-04-21T05:47:18.475Z"
"8e9be755-2627-4c2f-b62d-6280262ba9d6","Red Pepper Thai","2026-04-06T17:42:04.321Z"
"3a7b8d1f-dec3-4ded-5ea2-d59d02ffecc1","Harbor Grill","2026-02-13T14:52:36.363Z"
"c074a1e9-9516-4dad-ce1c-883dd7d17cb0","Harbor Grill","2026-03-13T20:27:09.480Z"
"5c06b23c-7abe-4295-6985-e10d09dbd569","Harbor Grill","2025-05-04T23:25:18.433Z"
"a9823fc2-bd40-4711-e370-a7c50436595b","Red Pepper Thai","2026-02-24T18:25:30.627Z"
"786a30aa-f5eb-41f0-ed3c-1f5a20687b52","City Kitchen","2025-07-20T03:27:34.905Z"
"e3d9d6c2-2f13-46ca-b7da-70dfb47d9d35","Corner Deli","2026-03-09T23:37:12.598Z"
"939afebd-e238-490c-a9da-47aceeed21bb","Fresh & Co","2026-03-06T02:22:21.382Z"
"d89f1a8d-be33-4519-33fd-f8ac7861344f","Firebird Pizza","2025-09-08T10:45:46.109Z"
"1ce2a0d9-4e8e-460b-7798-0bfd32d1cbcb","Firebird Pizza","2025-08-15T07:00:53.085Z"
"6505cf00-d369-4638-c0bd-3c85e5994b37","The Local Table","2025-07-29T13:48:02.924Z"
"fc4451f3-d823-4c34-1ff9-de6b432069ca","Harbor Grill","2025-05-01T16:16:46.578Z"
"9de0a610-9f0e-40b9-e122-004d0ef31c4e","Mountain View Cafe","2026-03-13T09:32:02.059Z"
"002c2484-942b-49de-3266-1eff88b575d0","Firebird Pizza","2025-07-31T22:27:11.245Z"
"af13f88a-54ff-40ce-2c36-3e4903494190","Green Leaf Bistro","2025-04-29T02:12:55.952Z"
"a8d3cb57-a144-4335-3796-61b166b1f228","Sunrise Bistro","2025-11-06T14:53:46.166Z"
"7b855b4b-6861-4371-4489-c9927489bd0c","Firebird Pizza","2025-07-11T00:31:39.429Z"
"6c339d6e-93ad-411b-0aa0-858d286ac401","The Rustic Fork","2025-05-26T05:43:10.583Z"
"90d309b5-e09a-4479-0c0f-6e26a37e3456","Cloud Nine Cafe","2025-08-11T23:52:07.958Z"
"2b4ebb2c-1730-4b57-051c-74b95749ef17","Corner Deli","2025-05-17T21:45:55.963Z"
"0e30b1e2-bea2-4868-a6d9-3dcd82c77c77","Fresh & Co","2025-08-07T03:17:57.263Z"
"09edc92b-2349-4046-2fd5-4e4363f7cd25","City Kitchen","2026-01-11T00:47:55.740Z"
"81899017-0781-4e1e-58df-7cad15be1b8c","Golden Plate","2025-04-17T01:11:49.455Z"
"b3ff1504-4b2a-4baf-18d5-51a216bd42d9","Sage & Thyme","2026-01-21T04:04:57.024Z"
"4c514401-13b8-45c6-6776-269dc50b83f8","Maple Street Diner","2025-06-01T02:49:46.661Z"
"af0b910b-d942-4403-f1d6-21f8ee3d0bf3","Maple Street Diner","2026-01-18T17:21:59.238Z"
"cfa0b064-9402-4241-b474-4af52e8b6c83","Mountain View Cafe","2026-03-01T01:14:23.912Z"
"ab83359e-d77e-4d1d-307c-fd658cb68c42","Corner Deli","2025-10-27T08:33:56.517Z"
"ea803eaa-f18e-470f-b2d2-3fffc3e05ce1","Mountain View Cafe","2025-09-02T15:09:37.017Z"
"aca01544-0556-4d0b-9736-f37312b21c99","Fresh & Co","2025-07-28T02:50:19.121Z"
"329c1f6d-d129-43ed-e725-450bf8b8a156","Corner Deli","2025-04-10T15:57:07.628Z"
"91b301b9-f451-4248-b2cb-f27c4bc2324c","Luna Restaurant","2025-08-04T21:03:53.481Z"
"6265983d-62a4-4345-9f0a-84e5fc1a6ecc","Red Pepper Thai","2025-11-26T23:33:19.700Z"
"902ac4ee-278b-46b6-8e47-4305498f9974","The Brass Tap","2025-12-16T09:10:11.975Z"
"088cdaee-b3ec-495b-f79d-3d2be9ae47fd","Corner Deli","2025-08-04T18:43:38.486Z"
"76157267-8dbd-4009-175c-d3be140a74bb","Green Leaf Bistro","2025-08-03T17:15:27.122Z"
"f804ce1d-595d-4db2-2ce1-d55c51ede97c","The Brass Tap","2025-06-08T15:54:50.671Z"
"dda40174-5e84-4542-799d-baec8045e173","Firebird Pizza","2025-05-15T23:28:51.139Z"
"19c224a0-82d2-434d-d6ea-4b3dac8048ce","The Local Table","2025-07-20T05:39:49.328Z"
"52528b65-5206-4faf-bc7f-4cfca7084297","Fresh & Co","2025-04-14T12:21:32.639Z"
"223f8367-bba0-481d-528c-1f71f05b152d","Corner Deli","2025-06-11T18:38:36.713Z"
"9058b2ca-c791-4897-971a-02d20ad4e26f","Golden Plate","2025-08-07T09:25:19.427Z"
"2e517401-afe6-4d05-cea5-9d3d8d3583e5","Oak & Vine","2025-05-13T00:09:42.581Z"
"370dace4-f067-4511-8f45-ac7ef5c2297e","Mountain View Cafe","2025-07-09T12:32:07.509Z"
"5d2754f7-c3b3-4873-0438-95d9dd8972a7","Harbor Grill","2025-12-01T06:21:09.376Z"
"fd648892-9d35-448a-4ae5-eb3d4e15d483","The Rustic Fork","2025-09-16T17:21:36.624Z"
"f1530c73-2e98-4e93-f9d4-4d01b9792574","Cloud Nine Cafe","2026-03-22T19:45:11.175Z"
"fceb4550-dd87-44f4-76bb-8b80438a8fec","The Local Table","2026-04-09T09:59:48.073Z"
"c28f482a-4c1d-456c-a229-a214afbf4fe8","Mountain View Cafe","2025-09-09T23:44:05.574Z"
"93f57fcc-994d-4c97-0dee-03e6577fb78d","Mountain View Cafe","2025-08-01T06:04:41.440Z"
"e30c0d53-d09c-4da7-cb6a-c1d118f00a02","Luna Restaurant","2026-02-15T04:02:56.718Z"
"0691af3b-b61e-443d-f779-9072a1f74ff3","Cloud Nine Cafe","2025-09-24T19:26:09.630Z"
"c771ec0c-4abb-4aaa-f4ec-156dee5a16a6","The Rustic Fork","2026-02-13T03:03:47.747Z"
"643bdce9-d19e-4ea5-e552-55d0f22b7cee","Harbor Grill","2025-06-05T20:15:00.103Z"
"b9376b02-92d6-4a01-1d59-7fe246878144","The Brass Tap","2025-08-02T01:29:25.138Z"
"6285186f-067f-48e2-5da4-93ebdc8f441e","City Kitchen","2026-02-26T06:52:13.413Z"
"c737d2b7-4b3e-4f86-dc5e-b724c71abf93","Golden Plate","2025-11-03T09:45:11.122Z"
"4f837e98-c81c-457f-be53-e769a9155289","Fresh & Co","2026-02-07T00:07:24.192Z"
"8f2396e2-9feb-4e04-b211-bfece47ee049","The Local Table","2025-12-06T20:11:51.622Z"
"5f84ef07-3a33-4c55-9439-daa4e211fe4a","Luna Restaurant","2026-01-27T11:58:55.261Z"
"1b78d504-51ee-4715-139d-c139b5d9af85","Sage & Thyme","2025-11-29T19:27:53.656Z"
"6d112fc7-1d3f-4db8-4483-a8709a454216","Maple Street Diner","2025-04-24T01:10:58.043Z"
"94fa18b8-7425-47e9-c642-2b29d7ac1d5d","Oak & Vine","2025-09-01T01:10:01.341Z"
"7b8cdbb1-f7c6-4b8b-b5c4-18fa9a3dd97f","The Local Table","2025-06-24T19:00:31.518Z"
"416b55bc-13c6-4555-c491-27223b551adb","The Brass Tap","2026-01-24T09:12:02.623Z"
"e3cea687-0488-4503-b7a5-050044eebbb3","The Brass Tap","2025-11-26T03:57:02.157Z"
"a8d73f71-0ed4-4fd6-f30d-08bfb9ea4e9e","Harbor Grill","2026-01-11T01:36:08.812Z"
"be06db1c-9571-48a4-2457-03fd59d37b16","Corner Deli","2025-12-13T22:22:50.070Z"
"cdf75eb0-5dd7-4288-644d-099eb7daa707","Blue Ocean Sushi","2025-07-18T08:11:28.586Z"
"f8fe4cf6-791d-4402-5680-2b927db12dc7","Sunrise Bistro","2025-04-17T07:04:10.829Z"
"aec2b696-8cf9-4e51-6bad-727fd19aba42","Maple Street Diner","2025-10-10T15:55:22.272Z"
"281b5b19-cea2-40eb-1489-58464e8c70e9","Firebird Pizza","2026-02-10T05:49:02.244Z"
"011ad315-27f3-463f-2c97-37a9153ae458","Corner Deli","2025-08-18T12:21:13.056Z"
"5de0ebe7-5313-4697-916d-bb0bacfeba02","Golden Plate","2025-05-06T15:04:39.724Z"
"00018c94-9f7d-44f5-b19f-6de1d1eceb52","Harbor Grill","2025-06-16T05:45:15.402Z"
"83df74f2-251f-4a29-952b-82638692b125","The Rustic Fork","2025-09-22T05:13:47.549Z"
"4d121da1-7c8f-4bd9-58ad-4ebdcadd17b8","Firebird Pizza","2025-08-03T22:25:45.205Z"
"a32e4dba-6849-4628-9761-c5c582234598","Mountain View Cafe","2025-12-24T15:51:04.256Z"
"59630ab8-043f-4a98-042b-59970d47f979","The Local Table","2025-07-22T22:24:41.240Z"
"6956ebdf-44bd-472f-639e-33191b5b001d","Golden Plate","2025-04-19T20:04:08.903Z"
"8b04188b-4369-411f-c7fa-bf2e20b664f9","Firebird Pizza","2025-04-24T21:33:26.006Z"
"2c8ce9be-de8d-4e08-daa1-3ba90922fab4","Maple Street Diner","2025-10-05T05:02:02.677Z"
"8c2a475b-648b-44dd-38b0-dfb7952fdbaa","The Rustic Fork","2025-10-23T04:35:22.762Z"
"14cb4480-d2cd-423a-fe10-1632148dab53","Sunrise Bistro","2026-04-05T08:10:36.483Z"
"6117012e-1898-4edc-01ef-9eaf20507221","Corner Deli","2025-12-28T19:35:03.677Z"
"297ea64c-2680-4779-7953-13e99a05f1e5","The Local Table","2026-03-29T16:57:23.715Z"
"287d856e-aee7-4abb-2fa6-b95833ba5443","City Kitchen","2025-04-18T06:45:23.324Z"
"91504b85-fe6f-493a-be07-760881681ac0","Harbor Grill","2025-08-11T15:39:52.183Z"
"4dded44a-a823-40b6-92e0-3b5912365c19","Fresh & Co","2026-03-31T21:40:26.146Z"
"e6d15b2a-57d7-4d0c-5d25-9df38e8b7c5d","Cloud Nine Cafe","2025-07-10T04:24:04.724Z"
"987a93d1-befe-47ce-9d64-023a2d20aaca","The Local Table","2025-07-04T14:35:16.028Z"
"957cd623-ba9d-49e0-cd48-5bdb56461be3","Red Pepper Thai","2025-10-14T21:01:44.499Z"
"f7b7a14a-9612-48b7-eed8-0273b60d956c","Corner Deli","2026-04-08T06:13:26.897Z"
"5646c350-54d8-4b02-0859-927875c90430","Mountain View Cafe","2026-01-21T17:02:41.964Z"
"cb4b8c1f-b408-4174-655d-b90db305cca1","Fresh & Co","2025-09-08T07:47:41.634Z"
"c6b4cee8-62a3-4153-b780-f42c4247a807","Blue Ocean Sushi","2025-09-09T22:23:18.365Z"
"02a04db2-8b67-4398-68d6-883e523f6c10","Oak & Vine","2026-02-01T22:21:34.339Z"
"2e2787de-3694-4ac6-30de-91705a727cb1","Luna Restaurant","2026-02-11T02:18:52.043Z"
"ca48d978-6958-45d4-ac41-2cd94470683e","Blue Ocean Sushi","2026-03-14T07:43:26.276Z"
"55bc8619-29f8-4331-bf14-4d8d9f6b861f","Cloud Nine Cafe","2025-07-26T17:45:40.421Z"
"ca2e295f-18b5-46f9-fb89-b2924a2344dc","Corner Deli","2026-02-19T14:33:44.220Z"
"0b681797-99e8-4db7-4cff-486d9bb3112f","Red Pepper Thai","2025-06-11T20:09:36.182Z"
"c6a3342c-0afe-4821-9369-ea6e72800936","Blue Ocean Sushi","2026-04-03T09:50:18.158Z"
"bda5798b-95c6-4234-fb8c-0ca93aa7f77c","Sunrise Bistro","2025-09-12T19:29:47.649Z"
"c65674ed-a21f-406b-d852-ace407ed0fcd","Cloud Nine Cafe","2026-03-04T17:50:38.104Z"
"c541b040-220e-4cfd-0485-42bc27b0976c","Sage & Thyme","2025-07-05T04:52:33.878Z"
"9738004b-645c-4c16-f247-444dd58d236e","Blue Ocean Sushi","2026-04-03T04:24:42.288Z"
"85c6a5aa-0b7c-4bb5-aae7-6c493104a04f","Maple Street Diner","2025-08-22T12:37:37.142Z"
"ec297adf-a76f-4150-ed56-afb7f10de79d","Maple Street Diner","2025-12-08T12:48:50.171Z"
"4d42be5c-4155-44fe-c8fe-cba01f44cc17","Sage & Thyme","2026-02-14T11:46:15.537Z"
"b6bc8c16-d06f-46b8-7ac0-a63985b4ea9b","Firebird Pizza","2025-09-03T07:06:42.138Z"
"212d9d96-21e3-4fc3-e6ad-033e583b9173","Sage & Thyme","2025-09-21T11:32:58.245Z"
"721a6278-278c-4515-395c-79a5d86cdf31","Luna Restaurant","2025-11-27T06:21:22.169Z"
"154428c8-bf74-42bc-0459-b894b4190698","Green Leaf Bistro","2025-12-20T12:07:11.035Z"
"9b4d811e-19f4-4cb3-5710-331370b62066","Fresh & Co","2025-05-15T11:17:41.597Z"
"fc2c7ead-c83d-4ab4-ea5e-07bc1b61ebe4","Red Pepper Thai","2026-02-19T16:58:25.738Z"
"a645affd-c125-4424-7210-de2d7dac2766","Firebird Pizza","2025-06-20T11:39:19.361Z"
"7825e0eb-1784-4ad8-2810-b120f44aee6f","Harbor Grill","2025-09-15T00:02:31.878Z"
"0c0b3c21-e810-4b6d-08f3-e066593f5d22","Sage & Thyme","2025-11-26T01:00:00.779Z"
"fecec9dc-f611-4d55-7cee-95a1d2beddaf","Harbor Grill","2025-06-07T07:09:43.389Z"
"8e85febc-9d3f-43a2-c4a7-568310692366","Oak & Vine","2025-11-09T16:34:33.083Z"
"bbb92b00-00b8-49dc-772c-824549b88e00","The Local Table","2026-02-13T12:57:55.888Z"
"0c9afcf0-c4ac-479c-9f8e-ff1f7179e2c1","City Kitchen","2026-02-18T23:33:57.100Z"
"a200dd00-ed53-4b71-2258-966e09588fda","Oak & Vine","2026-01-01T03:09:41.517Z"
"bc6742dc-1be4-4658-09b9-a90caf66ee3e","Red Pepper Thai","2025-11-25T00:09:10.580Z"
"1a8aa25d-f163-4082-e7b9-f49833095199","Sage & Thyme","2025-06-14T04:45:51.383Z"
"2e010457-2b48-45a7-5247-b720f54ed0c2","Harbor Grill","2025-05-18T18:19:50.354Z"
"0c3a68bd-6e6d-4b60-ec0d-f2bfa14205ba","City Kitchen","2025-05-04T17:53:51.127Z"
"015edafe-1b9e-4dd5-d1b1-b114c615f677","Oak & Vine","2026-01-13T02:22:56.151Z"
"6f71c6ae-7ba9-4382-19ad-f710a74dae4c","City Kitchen","2025-05-24T06:25:36.580Z"
"e808c76c-3b45-45aa-3f3b-c04b9e0d9937","The Local Table","2025-06-03T07:39:11.317Z"
"249b540e-2641-4459-bb4e-b4e9d80e20db","Fresh & Co","2025-05-18T04:12:12.750Z"
"d9182aef-8937-405a-04b3-acd4873af117","The Brass Tap","2026-02-17T04:34:13.935Z"
"54c47927-ca05-4a93-dfe3-0453e14c2e85","Stone Oven Bakery","2026-03-24T07:50:27.420Z"
"a7f71894-cb3f-4042-c52d-c0e3fdfd5df7","Oak & Vine","2025-12-10T20:43:04.065Z"
"376c1cb3-060a-4f6e-3d71-5ca706d4576f","Fresh & Co","2026-01-04T07:06:59.424Z"
"1f369a54-17b4-42b4-1a91-b5388971354f","Cloud Nine Cafe","2026-01-10T02:26:51.080Z"
"5e8cd36a-018f-466c-a7f6-0e010189985e","Red Pepper Thai","2025-12-23T15:07:41.090Z"
"84d4b093-2268-4e20-eea7-b5b03edadc1e","The Brass Tap","2025-07-10T12:43:45.140Z"
"d2fead0a-969d-4406-813e-538f9c7a10aa","City Kitchen","2025-07-14T17:57:05.396Z"
"1f398b41-fa49-49fe-b033-1703fd7bc5ca","Golden Plate","2025-12-17T14:05:12.502Z"
"82a58e65-65a4-4863-3ee0-98b3ceccc0f7","Golden Plate","2025-11-27T16:29:28.272Z"
"a5f3b1c7-a843-4088-8d36-8abdc686bbd2","Cloud Nine Cafe","2025-06-25T11:29:34.502Z"
"a4d90c12-d9ab-4f2e-67bc-e6559effa9b1","Sunrise Bistro","2025-06-27T03:15:21.894Z"
"4c9a060f-b3e9-4f2b-1955-6c8c7e46fb1d","Stone Oven Bakery","2025-10-28T11:28:22.667Z"
"f2a17241-4be2-4a0b-1c66-136d21d29e8d","Luna Restaurant","2026-01-31T03:52:21.874Z"
"948e240e-19b0-4e62-26c3-5490cbf2e507","Maple Street Diner","2025-10-24T15:07:05.089Z"
"583a7382-5a86-48fe-f76d-2ab0a55e7ba7","Mountain View Cafe","2026-03-01T05:33:58.134Z"
"5bd276b6-a155-4a5f-2e66-024cc478e75b","City Kitchen","2025-05-29T06:29:42.045Z"
"b67d4790-c0f2-44ac-94c3-76e4dc57abc2","Green Leaf Bistro","2025-04-18T18:52:45.037Z"
"e45bf75b-733a-426f-5a37-80d2a82d3d2d","The Brass Tap","2025-04-14T16:29:09.398Z"
"7501195b-2624-4737-d0d5-779f6547260a","Mountain View Cafe","2025-11-23T12:07:54.003Z"
"6e4feda5-d682-4e29-1a44-7d9f8907c457","Sage & Thyme","2026-02-14T14:41:10.998Z"
"dd309024-9f4e-47b5-5ced-8fde629ada95","Stone Oven Bakery","2025-05-28T02:58:49.374Z"
"1cdaf811-4854-4363-c598-abe9763f9e75","Blue Ocean Sushi","2025-09-20T15:20:16.586Z"
"f8c0b24b-d6df-46b2-04f5-746a7fc22035","Mountain View Cafe","2026-03-26T20:13:49.637Z"
"7b576cdd-048c-4106-890d-31e461a3a637","City Kitchen","2025-06-02T01:07:41.789Z"
"fe029123-cdcb-4424-9222-61599b9dca6f","Blue Ocean Sushi","2026-03-19T16:47:00.978Z"
"b8b74b4e-5039-4191-b1ef-9bf2ef822783","Green Leaf Bistro","2026-03-08T21:03:24.761Z"
"f59deeba-805a-4272-3afd-3e7ff6f71428","Sage & Thyme","2025-10-03T03:07:03.577Z"
"a674acce-65af-447e-188f-700ae0d34b0b","Harbor Grill","2025-06-28T07:00:36.581Z"
"96350e34-2c27-4fe3-58a3-37df6e6828c1","Oak & Vine","2025-12-25T07:15:17.977Z"
"e8f71d17-9b88-4168-228b-86a38338e73e","The Local Table","2025-04-10T12:58:47.433Z"
"bef4afdb-96cf-4afc-a12b-af32c690e4ff","Green Leaf Bistro","2026-01-21T20:29:15.683Z"
"b891c2ae-617a-41bd-3156-7b27bb7e4f4d","City Kitchen","2025-10-29T19:34:40.311Z"
"7c9619b2-4998-4946-62ba-9480c04dcddc","Red Pepper Thai","2025-06-26T03:47:44.916Z"
"754aa89f-58ff-4969-f520-d635cc59c2bc","Luna Restaurant","2026-01-28T02:19:24.206Z"
"f4d5da3d-f541-422e-483c-69df18530c5d","The Rustic Fork","2025-07-29T06:09:30.506Z"
"fed1dd76-a8ab-4079-fd18-43a6f43032a2","City Kitchen","2026-04-08T22:03:21.179Z"
"dd8a51d2-294d-4156-8d87-a267902bd9c0","Fresh & Co","2025-10-27T19:51:02.991Z"
"6244785e-dad8-4e01-e2ee-6da409d6501b","Red Pepper Thai","2026-02-03T21:35:59.839Z"
"2a06327a-60d9-4410-0156-f5b65d86b5f4","The Rustic Fork","2025-12-17T20:21:55.094Z"
"d6ef6d36-7462-4e7a-90d7-b8bbc76f95c9","Sunrise Bistro","2025-07-04T15:57:12.541Z"
"9a33c29e-7962-481f-ea1c-2010247ac36a","The Rustic Fork","2025-05-18T16:02:52.380Z"
"127829c7-1f29-4aff-9486-7bf7855d759b","Stone Oven Bakery","2025-12-27T12:31:43.576Z"
"4d0ea987-f41d-4cb1-2350-cab2b63744be","The Local Table","2025-06-23T21:15:01.198Z"
"9e8d464c-06b4-4484-9a45-9caa7033f6b7","Firebird Pizza","2025-06-20T06:42:19.827Z"
"86058209-12c1-46a7-d976-7a00ed153347","Maple Street Diner","2025-04-26T12:10:11.361Z"
"cf335167-d171-4a1a-09d8-7083805a4333","Sunrise Bistro","2025-06-05T05:50:32.515Z"
"a6b803c8-ea2a-4756-ad54-1cb134a70133","Cloud Nine Cafe","2025-05-28T00:41:26.271Z"
"7b1f5c3d-26a8-409a-ad6c-f75500c7411e","Stone Oven Bakery","2025-12-28T14:56:02.114Z"
"f675810b-09f1-4286-54c9-f14678e64f34","Sage & Thyme","2025-12-31T15:30:15.818Z"
"91ef845d-eea0-4638-c063-b3c1f89dde2b","Mountain View Cafe","2025-06-18T12:50:58.862Z"
"10106398-ec22-461b-7afd-baeb9a0aec98","Corner Deli","2025-12-21T06:45:54.418Z"
