id,site_name,created_at,_anomaly_label
"29a572c0-9598-434c-bc13-a42075eb57b3","The Rustic Fork","2026-03-28T21:49:54.340Z","normal"
"7d9b72bf-5943-4c3d-5cf2-8d36ecc7e91f","The Local Table","2026-04-01T01:58:59.711Z","normal"
"36feb6b7-8bc8-4d03-d1e0-09677b866d95","Stone Oven Bakery","2025-06-21T00:18:10.239Z","normal"
"05cde8b7-f7c2-4678-a450-f32e26111102","Sunrise Bistro","2025-12-14T20:59:16.601Z","normal"
"6730bf15-bc38-44b2-57e1-3e80b56944d0","Red Pepper Thai","2025-06-07T20:38:52.675Z","normal"
"906c3dec-1a21-4563-7080-36a3586f1b27","Blue Ocean Sushi","2026-03-20T08:00:22.092Z","normal"
"815539aa-2c79-4a9b-8e94-19c026c2910d","Red Pepper Thai","2026-01-14T19:41:07.553Z","normal"
"dad6d319-b6a4-49dd-c888-3e0a93afa190","Sunrise Bistro","2025-05-25T11:57:53.866Z","normal"
"b11c8395-a8e6-4a65-338b-c981ee7ac18c","Maple Street Diner","2025-05-11T12:58:55.908Z","normal"
"5d3251d3-fd8a-4a52-f2a5-2d3af307faef","Maple Street Diner","2025-10-23T10:23:09.704Z","normal"
"378c9336-ec47-4b49-990c-7212260cb4d4","Blue Ocean Sushi","2025-11-19T07:12:02.790Z","normal"
"9c049227-3adc-4859-0cc5-a89c2eb38103","Golden Plate","2026-04-07T15:22:21.241Z","normal"
"4a356f00-7edb-4f59-8d5c-f4e7cda29123","Fresh & Co","2025-08-21T16:46:11.191Z","normal"
"6e35501f-ce7f-4e42-51db-7476ec38522c","Sage & Thyme","2025-10-22T21:48:58.174Z","normal"
"8d03c3d5-c0e9-47e8-aae1-73db3e3525e2","The Local Table","2025-06-05T09:37:32.146Z","normal"
"a76bf257-1ac5-4c4c-9071-0de12daa0a86","The Brass Tap","2025-06-26T14:53:23.178Z","normal"
"62be9e84-8767-4d27-7bfc-5d88f83c22d3","Green Leaf Bistro","2025-08-08T21:40:01.726Z","normal"
"4b9f4b91-3765-40de-e1f9-28c50594b917","The Local Table","2025-06-28T02:11:19.735Z","normal"
"cbbeb91a-85cf-4639-aea8-c730d35f781d","Maple Street Diner","2026-02-13T15:39:26.425Z","normal"
"c277ab42-ab97-450e-9d21-a27caf349a7c","Harbor Grill","2025-10-27T03:35:14.772Z","normal"
"a80e962f-498e-45ed-35d1-a3e25535f78e","Sunrise Bistro","2026-02-05T11:49:42.378Z","normal"
"89337714-df20-4027-0f65-63091656662f","Maple Street Diner","2025-10-25T19:32:05.915Z","normal"
"56d4679a-f56b-4a6c-47c2-f0bcd146cc4f","Harbor Grill","2025-09-07T14:19:08.283Z","normal"
"02db6756-146d-461e-db87-68d3464acaa2","Sage & Thyme","2025-07-18T11:00:46.627Z","normal"
"3855e08f-d120-453a-a213-ec11dddbac5e","Fresh & Co","2025-04-23T01:07:43.497Z","normal"
"bd703c82-ff25-476d-eb13-1c837514a24f","Oak & Vine","2025-12-21T05:00:37.073Z","normal"
"dd0acc8c-5578-4a35-1357-c059d0675d5b","City Kitchen","2025-11-14T18:36:18.284Z","normal"
"afec9aed-2238-469e-0d24-06e43d1027ff","Fresh & Co","2026-01-29T03:23:47.680Z","normal"
"ff13eacc-ee6f-4383-5864-f88a399a5bee","Harbor Grill","2025-09-01T22:52:47.894Z","normal"
"0dcc41ee-ba5f-4980-2ea3-3967e595f82b","Harbor Grill","2026-01-22T16:46:07.820Z","normal"
"6fd8c940-7a25-4abc-4e45-30ca5ecc6ba6","Harbor Grill","2025-11-07T13:40:27.256Z","normal"
"e0420a9f-1c9c-4150-0dc9-4307318e0ff4","Stone Oven Bakery","2025-07-16T21:11:48.587Z","normal"
"34790e63-0e83-4f09-d435-5ac872858a9f","The Rustic Fork","2025-05-12T23:39:22.664Z","normal"
"a6743923-3856-451e-99cf-dd2fd42447c5","Harbor Grill","2026-02-01T09:16:35.906Z","normal"
"8973242a-7344-43b8-aef0-a2ccee94ed1d","Blue Ocean Sushi","2025-04-18T16:30:40.737Z","normal"
"c3686d00-cf98-42c2-3403-d5e852e11b73","Firebird Pizza","2026-01-01T16:28:16.670Z","normal"
"23e7147a-94e1-445b-e82e-d22d3bd13a8b","Firebird Pizza","2025-05-21T23:38:34.652Z","normal"
"4485b049-3848-4c7d-b68d-df0c7f25c166","Luna Restaurant","2025-06-23T12:01:11.109Z","normal"
"b1e9026b-777d-464e-4af5-4d3e57880f03","Golden Plate","2025-08-08T23:15:53.125Z","normal"
"184069e8-b5f6-49e9-1d24-7a1d1dccc2af","Red Pepper Thai","2025-05-01T07:39:34.360Z","normal"
"eb2e7a34-1129-402c-6335-02a2b62b5cc1","Oak & Vine","2025-07-08T04:05:20.262Z","normal"
"d695f154-c169-4ed7-2add-ede60032e7f2","Maple Street Diner","2025-12-22T14:31:43.608Z","normal"
"e84d47d9-0d16-4722-1c39-b60ff49a2e0c","The Rustic Fork","2026-02-10T14:20:11.880Z","normal"
"9f4c447e-a1e3-4989-737f-cd55e54977aa","Oak & Vine","2025-09-13T04:22:24.491Z","normal"
"7b9f9b8a-5875-4c79-9d5a-8ea368ccbe3d","Firebird Pizza","2025-12-07T11:39:44.067Z","normal"
"422d99c8-6dd1-4799-6057-2c51a9a1113b","City Kitchen","2026-04-01T12:23:45.341Z","normal"
"265c8387-906d-409c-e9dd-836423b2ba5a","The Rustic Fork","2026-01-29T06:39:11.320Z","normal"
"1563b25c-0a30-4aaf-c540-3f3ab1d7f6c7","Corner Deli","2025-12-28T06:00:16.674Z","normal"
"aec7d5ed-ba45-4943-7132-d0ae5708e7c3","Green Leaf Bistro","2025-05-17T19:57:41.507Z","normal"
"cb40e3a3-152c-462d-8f58-20f8ff29d1f4","Sage & Thyme",,"null_injection"
"63067857-c6b8-4781-5c97-ddf3c18cd8bd","Fresh & Co","2025-07-13T06:25:48.506Z","normal"
"62e1a109-70ba-4504-89cd-3757a7611498","Sage & Thyme","2025-07-17T01:19:53.401Z","normal"
"d3fc4ba6-a128-4a8e-9aef-15c263b86f7a","Oak & Vine","2026-02-16T12:55:27.805Z","normal"
"5ac526c9-cfd1-4fd4-a408-07b9edccd9c7","Oak & Vine","2025-11-14T02:51:39.772Z","normal"
"a6368823-8e7e-4cc8-fb3c-c955118e61f4","Mountain View Cafe","2025-05-14T08:36:45.255Z","normal"
"ae91cd23-30e8-401f-0321-88a63e668c66","Mountain View Cafe","2025-04-20T11:34:32.379Z","normal"
"0337cac1-befb-4bff-82e2-34ee35094eea","Red Pepper Thai","2025-09-04T22:18:02.351Z","normal"
"81bb1eb4-d5dc-4e40-d349-cd62da485faa","Blue Ocean Sushi","2025-05-17T22:12:32.026Z","normal"
"343450c0-6266-4c64-d0fa-1aa8f3dee35b","Cloud Nine Cafe","2025-11-14T06:04:17.479Z","normal"
"c6d83f33-5402-4dcd-e5c1-e1df7c3e57ad","Firebird Pizza","2025-05-26T17:13:32.543Z","normal"
"a85bbec1-8bae-4aec-43b1-227e3fb0332f","Golden Plate","2026-02-22T01:03:30.743Z","normal"
"b68bb4ad-c2c9-4ccb-0de6-18457664cf3c","Mountain View Cafe","2025-09-17T11:35:10.732Z","normal"
"1dbe2e73-0f3b-43da-77d9-19a37773afa7","Golden Plate","2025-06-28T10:30:16.835Z","normal"
"2428bf97-3d57-46c1-66bc-b667d21453bc","Blue Ocean Sushi","2026-01-25T18:02:10.137Z","normal"
"98ebaed6-e5b5-4f88-917b-5f7042c344e8","Sage & Thyme","2026-03-15T01:02:24.348Z","normal"
"7072f4b5-3ece-4fcb-267f-998162495733","Oak & Vine","2025-09-28T22:11:53.970Z","normal"
"c1a13ff8-e1bd-4c86-186a-b8f822b1392c","Harbor Grill","2025-10-13T06:46:05.081Z","normal"
"7d517c37-965e-48d4-175f-9ad77c008737","Golden Plate","2025-04-29T17:24:23.871Z","normal"
"9d0fc40f-80c5-43bd-1fbb-6570eb40a1cf","Cloud Nine Cafe","2025-10-04T12:44:07.497Z","normal"
"8b8dfb03-8de3-47c8-c9af-b15721699278","Blue Ocean Sushi","2025-07-26T20:39:12.979Z","normal"
"0d531969-ce7f-4740-27a6-8a7b4e94b5fc","Sunrise Bistro","2026-02-15T03:14:36.464Z","normal"
"79a6db1a-b813-4d3e-b448-1962f5e66f52","City Kitchen","2025-05-12T16:05:13.194Z","normal"
"39180c14-ac52-46d7-9442-ef8bb50fc72d","Luna Restaurant","2025-09-10T15:26:57.332Z","normal"
"af0f9b9b-d070-49f4-3441-79e95559c519","Stone Oven Bakery","2025-09-24T10:21:07.369Z","normal"
"1febacce-3441-4283-2f82-b576e68623c1","Green Leaf Bistro","2026-03-17T20:57:12.951Z","normal"
"a31863c7-ccc9-4fca-a058-c311024dd3ed","Stone Oven Bakery","2026-03-26T14:48:34.253Z","normal"
"abbc010b-61bf-4532-4d2e-323beeb23f83","Stone Oven Bakery","2025-05-22T15:43:13.220Z","normal"
"a1c2cac6-62e5-45ce-80fb-377f66d27000","City Kitchen","2025-07-11T04:40:04.981Z","normal"
"1aa22eb6-dd96-47df-e142-e53cdddfaee8","Stone Oven Bakery","2025-10-10T16:54:55.296Z","normal"
"6ab4b1da-f920-4238-1fb3-d9d25f195540","Sage & Thyme","2025-09-15T18:06:18.155Z","normal"
"328ef28e-8b3c-4125-74b4-bbd2326b2fef","Harbor Grill","2026-02-19T19:47:27.580Z","normal"
"60e72f0d-94b8-45c4-60f4-5ed17297b14e","Blue Ocean Sushi","2025-07-04T19:58:09.913Z","normal"
"79829b8e-40ca-4f3d-3db5-e6f617a4d09a","Golden Plate","2026-01-02T11:17:24.084Z","normal"
"713bf88c-5bff-4753-286a-abc528f5b52a","Green Leaf Bistro",,"null_injection"
"ff953b7e-a8c9-43d5-966b-a93a437da1ba","The Local Table","2025-08-14T20:34:26.646Z","normal"
"5e3a0a34-d294-4aa5-a88f-8c080235bd07","Fresh & Co","2025-05-21T18:08:49.513Z","normal"
"1df3e4bd-46ef-476f-35cd-051a73092472","The Rustic Fork","2025-08-06T07:18:46.824Z","normal"
"bc6ec725-d8d9-4a75-573b-88c4a4bbdc59","Sage & Thyme","2025-08-03T01:50:53.516Z","normal"
"e20911b1-a692-4410-d93d-57283a010b22","Sunrise Bistro","2025-05-07T16:49:29.462Z","normal"
"42507281-4bf3-47f8-c8e3-ed72d8e3a5e0","Corner Deli","2026-01-29T07:01:18.090Z","normal"
"dd00f19e-21e6-4dd2-f982-110881a51666","Cloud Nine Cafe","2026-02-20T12:22:13.329Z","normal"
"97082c86-5760-4e7b-96ff-475d0fc40472","City Kitchen","2026-02-12T04:15:23.569Z","normal"
"24d0e0f9-146f-4634-b2cd-3488def51066","Cloud Nine Cafe","2025-08-26T05:26:18.805Z","normal"
"2ac743c4-bed3-49f6-7e12-0bcc27498683","Blue Ocean Sushi","2025-08-30T00:16:04.211Z","normal"
"35bc0f4e-c109-4ee1-d021-06e97639717c","Red Pepper Thai","2026-01-28T07:09:30.994Z","normal"
"c705aedc-b628-4857-cd83-006104e785cb","Firebird Pizza","2026-01-02T13:00:12.026Z","normal"
"883fc68a-3396-48c2-2e87-00d8df047dfd","Maple Street Diner","2025-07-29T04:28:17.892Z","normal"
"73536aa9-a236-429a-1493-e4cbd9675464","Maple Street Diner","2025-09-11T16:55:28.271Z","normal"
"7bec0a1d-0c71-4b5a-64e8-38582199beaf","Firebird Pizza","2026-01-26T18:09:17.687Z","normal"
"54ba0524-8c01-4f94-458f-1c13da9eec55","Maple Street Diner","2025-12-20T23:36:17.182Z","normal"
"e75ffc15-3144-40c1-f534-d0c3d9995f15","Luna Restaurant","2025-08-23T04:21:18.566Z","normal"
"8f5ca97d-0e8d-4974-1f61-bc6dce273518","Blue Ocean Sushi","2025-12-06T03:34:12.491Z","normal"
"442aec7f-f6e6-410b-8460-7a4dbdb51a4a","The Rustic Fork","2026-03-20T17:25:42.503Z","normal"
"b9113181-ce5a-4593-8c55-01cc9d1012f2","Maple Street Diner","2026-01-16T06:46:07.753Z","normal"
"321456cb-3ee8-4157-6ed7-2dd233d48011","Blue Ocean Sushi","2026-02-13T01:43:17.220Z","normal"
"1d98ea82-cea9-4097-737a-1592eb688b7f","Red Pepper Thai","2025-04-19T08:49:29.216Z","normal"
"53cbeed8-aa69-46f2-938e-413cd3556eed","Cloud Nine Cafe","2025-06-11T18:01:36.296Z","normal"
"c691292f-d0ff-41f9-8d38-d3eb291689f6","Sage & Thyme","2025-11-22T04:39:33.327Z","normal"
"fc1eb0c8-a6ce-457c-429b-30e5cbb6aa83","Golden Plate","2025-10-23T13:13:23.565Z","normal"
"4a12ba6e-e63b-4c41-eb7a-f40fcb79c104","Cloud Nine Cafe","2025-10-05T09:17:29.775Z","normal"
"3645c723-ac2f-4328-827b-aabc55e2512f","Luna Restaurant","2025-12-08T07:28:37.423Z","normal"
"4fc3e389-5294-4d0a-c716-61492c861ffa","Sage & Thyme",,"null_injection"
"af0d3966-6a6f-4eff-6c42-91ba1ffb5900","Maple Street Diner","2025-12-22T11:28:12.052Z","normal"
"a4f17f18-4b77-457d-a665-dbb56e684f7a","Oak & Vine","2025-08-11T05:58:35.757Z","normal"
"066b5e76-099d-48ec-c195-7cb3d6b3f03b","Sunrise Bistro","2026-02-25T15:26:53.830Z","normal"
"265b6b71-feb8-41cc-0e8c-a0249203e411","Oak & Vine","2025-06-08T22:14:54.223Z","normal"
"e267922f-6493-4f5b-f578-ec3eb1800d5d","The Brass Tap","2025-07-28T03:48:03.118Z","normal"
"e5347ac5-8c34-403d-ac47-4ebd2006e566","Green Leaf Bistro","2025-05-01T03:59:38.985Z","normal"
"45b89e8d-1ff5-476b-756f-edabdd7f30fa","Stone Oven Bakery","2025-09-17T12:03:02.069Z","normal"
"4b4706f6-d2b9-45b1-1f68-4107e9b6470e","Oak & Vine","2025-05-08T07:23:30.968Z","normal"
"14a5fde7-02be-48f1-614d-ffe015731fce","City Kitchen","2025-07-07T13:53:34.063Z","normal"
"fb2e891c-d150-4968-4406-623c21dd474f","Firebird Pizza","2025-08-06T17:15:50.172Z","normal"
"70dc3dbf-0d75-4d07-ba68-a80083faf3e4","Blue Ocean Sushi","2025-11-26T13:23:56.370Z","normal"
"71d9a9cc-ebf1-4d49-c7f6-675cc7f555f4","The Brass Tap","2025-06-30T21:43:06.494Z","normal"
"0bfe9d21-b2d3-4840-844d-2b4c3ddaa0f7","The Rustic Fork","2025-06-09T08:15:29.697Z","normal"
"0489e1c2-422b-418f-41f7-f4d9fec30cfc","Luna Restaurant","2026-01-19T20:35:04.527Z","normal"
"329c0153-678f-4632-1224-ba530d8eb312","Luna Restaurant","2025-05-31T12:40:37.103Z","normal"
"0e22693d-df08-4b34-5b4a-16869b6ad8b5","Sunrise Bistro","2025-11-18T21:45:15.662Z","normal"
"61264ad3-698e-4b7f-d172-7aa28e8dc348","Mountain View Cafe","2025-04-26T02:05:01.444Z","normal"
"ed2ba7b9-8d02-4a21-8f5b-158454909a08","Cloud Nine Cafe","2025-05-14T02:35:54.396Z","normal"
"0de2c263-a924-4f56-205f-df25eb4386e6","Luna Restaurant","2025-11-02T17:24:37.082Z","normal"
"c603c1e9-baf6-411f-f6a1-376947558fc2","Fresh & Co","2025-07-20T01:22:40.548Z","normal"
"9dfd0fcc-3f2f-4332-d6d9-7dff6fbd6812","Sage & Thyme","2025-10-16T09:55:16.336Z","normal"
"25d367f4-2d9c-4adb-0ad3-bf229bfa37f2","Fresh & Co","2026-02-28T04:18:16.516Z","normal"
"21f0b2d6-4bba-4901-4b8b-a8e85c975e42","Fresh & Co",,"null_injection"
"a10afb22-64df-4004-3c1c-264db5301dd5","Stone Oven Bakery","2025-05-15T03:04:13.108Z","normal"
"9d3f7dd9-e664-4fb2-f9db-d97bc3afe6f5","The Local Table","2025-12-29T05:04:56.534Z","normal"
"144be1a6-aed6-438e-b79b-6629617cfe4e","The Brass Tap","2025-06-29T21:06:53.018Z","normal"
"47e47a1e-d3f8-4d45-ec9a-427c70fdc27a","Luna Restaurant","2025-09-01T15:55:05.730Z","normal"
"866c4cb7-9291-4a7a-61d9-c3c1df29d9f5","City Kitchen","2025-09-07T19:25:33.627Z","normal"
"2d5a43f6-c699-4692-df73-c336e7fa0330","Oak & Vine","2025-10-09T08:31:20.134Z","normal"
"ce8b2b4c-ca5b-4fa5-c7c5-b32fd9c817c1","Green Leaf Bistro","2025-11-11T10:22:03.476Z","normal"
"07a94a58-60d3-4503-7892-668ad6057385","Luna Restaurant","2026-01-12T19:30:55.000Z","normal"
"4c6d5c3b-cbca-43ac-06d6-f26f09bb2607","Red Pepper Thai","2026-02-06T05:10:28.040Z","normal"
"0fa40d21-00de-49cd-edc4-d7e2dfb6a096","Blue Ocean Sushi","2025-07-25T13:12:36.860Z","normal"
"6b10a626-fa43-4f5a-bd91-377dc4c9bb81","Luna Restaurant","2025-09-08T13:10:19.216Z","normal"
"c2a1efa4-290d-4903-42f0-9d5495f4d37f","Sage & Thyme","2025-11-10T19:08:29.382Z","normal"
"2e679a33-3240-4b84-b2d0-a9636bcb206d","The Rustic Fork","2025-07-12T22:16:24.547Z","normal"
"8b8572c4-1e27-442e-6f70-98bee42f1e3c","Harbor Grill","2026-01-04T22:59:40.686Z","normal"
"47aa5409-0397-4d39-d9c6-06029dd62581","Maple Street Diner","2025-11-19T09:20:57.714Z","normal"
"3e53f2fc-7858-4f37-ea6c-546764ae2acd","Sage & Thyme","2025-10-01T13:46:59.612Z","normal"
"3aedfef0-17a2-4bcb-3f60-84126d474a0a","Firebird Pizza","2026-01-12T07:48:25.935Z","normal"
"fb6be3d1-32e1-4793-1560-8c4cef11c70b","Golden Plate","2026-03-28T23:56:54.599Z","normal"
"446482ec-80a3-4a36-65ca-05a621992c50","Cloud Nine Cafe","2025-09-09T09:10:37.916Z","normal"
"9ed4ac29-774e-479d-db71-666f4ac87738","Sage & Thyme","2025-04-22T13:46:06.480Z","normal"
"e57e7582-b241-4c42-89f1-fec581f0825d","Fresh & Co","2026-02-15T00:49:15.623Z","normal"
"9b2aa9c4-c184-4b94-3ded-26cd5f2cc616","Golden Plate","2028-04-09T12:28:20.296Z","timestamp_anomaly"
"8e9d5a33-5784-47d6-6188-0c82a4c1eae4","The Local Table","2025-06-30T16:48:05.697Z","normal"
"8a105193-6618-4992-e151-edb7be382efa","Harbor Grill","2025-11-16T21:18:46.441Z","normal"
"1f33ff76-71eb-41ab-35c0-28d62eb0d03b","The Brass Tap","2025-12-13T07:58:14.772Z","normal"
"31927bc0-eac5-499a-0789-0e7576c631f1","Stone Oven Bakery","2026-03-31T06:14:54.115Z","normal"
"87d55bc9-0098-4f1b-9da2-493fef48ffd7","Red Pepper Thai","2025-11-18T23:08:31.070Z","normal"
"b5128520-c010-4b96-eb19-46e2bdbc8628","Corner Deli","2025-05-03T19:11:12.664Z","normal"
"e5016839-c53d-43c7-72b7-7588d6ca621f","Green Leaf Bistro","2025-11-23T05:25:20.259Z","normal"
"967f55e3-8b5a-4070-edab-af3671e864b3","Corner Deli","2025-12-16T00:06:07.265Z","normal"
"cf62f7c1-7e89-4ffa-18a6-165bc1062a00","Oak & Vine","2025-12-17T00:05:04.014Z","normal"
"da5f4cfe-2d21-4f0b-78f1-5daa36ae8704","Stone Oven Bakery","2026-01-02T03:22:27.881Z","normal"
"9288ef71-360a-46cf-f429-107733ff63a7","Red Pepper Thai","2026-02-08T08:42:41.238Z","normal"
"a359424f-1340-4c40-3969-41ea1bb33fc1","Firebird Pizza","2025-06-30T14:14:14.058Z","normal"
"05ec7665-6543-4543-c4db-acb570887b65","Green Leaf Bistro","2026-02-15T02:45:37.301Z","normal"
"e5976aca-9795-42ea-5209-45759899d282","Cloud Nine Cafe","2025-05-02T02:09:48.399Z","normal"
"3929535e-c221-4b27-c7e9-fc57c4915ad5","Harbor Grill","2026-03-14T06:06:10.841Z","normal"
"dfa12091-9db7-4687-2dea-c6ca017f5ad8","Green Leaf Bistro","2025-12-17T03:28:42.129Z","normal"
"dbf39737-fbcb-4dfd-7037-4569c8048870","Sage & Thyme","2026-01-20T05:48:29.392Z","normal"
"775489ae-2a91-497b-28f1-2f0886722028","Sunrise Bistro","2025-04-13T16:13:46.685Z","normal"
"4e09a43f-d085-4a98-9b92-b67e0479d0af","Harbor Grill","2025-07-18T14:55:28.645Z","normal"
"97ca488c-d79d-476e-fe58-333dbb6786a1","Green Leaf Bistro","2025-07-01T09:31:04.229Z","normal"
"09d6afc7-2c2d-4382-f6c9-fee63e764e96","The Local Table","2025-12-14T12:16:35.702Z","normal"
"a211023d-e275-4ee3-0471-3d985fa60e11","Stone Oven Bakery","2026-01-29T02:29:12.248Z","normal"
"28a2f7af-1e0b-46a8-8121-cb5d5f0cb4d5",,"2025-05-11T13:57:13.232Z","null_injection"
"11f7b0cc-58a7-415b-e06a-b52695dc6d66","Harbor Grill","2026-03-13T23:14:16.671Z","normal"
"b3a715bf-2b25-471a-f8a3-6a6935f426f9","Green Leaf Bistro","2026-02-08T04:47:46.586Z","normal"
"5b337d3d-aea8-43db-ae3b-5fb080c04976","Golden Plate","2026-02-27T10:26:13.207Z","normal"
"585bddf8-f3e0-4840-9de2-9d8ae9331fe5","Cloud Nine Cafe","2025-07-12T20:22:17.996Z","normal"
"4f8057f9-7758-4747-763b-a57d7984e6d2","Sunrise Bistro","2025-10-28T08:24:09.519Z","normal"
"5b7f2051-79fd-4e55-d056-82d3dabc8da1","Sage & Thyme","2025-11-27T06:35:29.109Z","normal"
"b13a4665-8fbb-49bc-5e0d-7b6bbb827455","Red Pepper Thai","2025-08-09T08:31:12.839Z","normal"
"e08846ea-553a-4880-0e50-8a3a02eadac1","Maple Street Diner","2025-11-02T16:33:52.451Z","normal"
"5e3d142e-03b4-4c8c-67f7-eb8dac83568a","The Brass Tap","2025-06-12T16:38:48.631Z","normal"
"01917e0f-aa11-4f77-ae46-11b1ffaacbd2","Golden Plate","2025-10-11T10:55:51.340Z","normal"
"50bdc91f-b7bd-4e12-b741-becf4dbdaf59","Oak & Vine","2025-11-27T19:51:25.687Z","normal"
